Unnamed: 0,Make,Model,Variant,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Body_Type,Doors,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Rear_Track,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Seating_Capacity,Seats_Material,Type,Start_/_Stop_Button,Audiosystem,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,Central_Locking,Child_Safety_Locks,Distance_to_Empty,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Auto-Dimming_Rear-View_Mirror,Gear_Indicator,Engine_Immobilizer,Seat_Back_Pockets,ABS_(Anti-lock_Braking_System),Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Parking_Assistance,Key_Off_Reminder,Infotainment_Screen,Multifunction_Steering_Wheel,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,ESP_(Electronic_Stability_Program),Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,price
888,Maruti Suzuki,Go+,Datsun T Vdc,1198,3,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,35.0,Petrol,MPV,5,20.6,,5,180.0,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1445 ,Electric_Power_Steering,All_Power_Windows,1,Smart Key,67.07,104,7,Fabric,Manual,0,USB & Aux-in,2 years / Unlimited Kms,1,Remote_Internal_Boot_lid,347.0,1,1,1,1,2 Years/Unlimited Kms (Whichever comes earlier),1,Internal,Digital,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,,1,1,1,1,0,"Driver frontal airbag, Front passenger frontal airbag",1,0,1,1,2,Rear sensors,0,Touch Sensitive_Parking_Assistance,0,0,Manual Adjustment,1,0,0,0,0,0,0,0,8307
889,Maruti Suzuki,Go+,Datsun T (O) Vdc,1198,3,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,35.0,Petrol,MPV,5,20.6,,5,180.0,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1445 ,Electric_Power_Steering,All_Power_Windows,1,Remote,67.07,104,7,Fabric,Manual,0,USB & Aux-in,2 years / Unlimited Kms,1,Remote_Internal_Boot_lid,347.0,1,1,1,1,2 Years/Unlimited Kms (Whichever comes earlier),1,Internal,Digital,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,,1,1,1,1,1,"Front passenger frontal airbag, Driver frontal airbag",0,1,1,1,2,Rear sensors,0,Touch Sensitive_Parking_Assistance,0,1,Manual Adjustment,0,0,0,0,0,0,0,0,8612
890,Maruti Suzuki,Go+,Datsun T Cvt,1198,3,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,35.0,Petrol,MPV,5,20.6,,5,180.0,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1445 ,Electric_Power_Steering,All_Power_Windows,1,Smart Key,76.93,104,7,Fabric,Manual,0,USB & Aux-in,2 years / Unlimited Kms,1,Remote_Internal_Boot_lid,347.0,1,1,1,1,2 Years/Unlimited Kms (Whichever comes earlier),1,Internal,Digital,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,,1,1,1,1,0,"Driver frontal airbag, Front passenger frontal airbag",1,0,1,1,2,Rear sensors,0,No_Infotainment_Screen,0,0,Manual Adjustment,1,0,0,0,0,0,0,0,9217
891,Maruti Suzuki,Go+,Datsun T (O) Cvt,1198,3,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,35.0,Petrol,MPV,5,20.6,,5,180.0,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1445 ,Electric_Power_Steering,All_Power_Windows,1,Remote,76.93,104,7,Fabric,Manual,0,USB & Aux-in,2 years / Unlimited Kms,1,Remote_Internal_Boot_lid,347.0,1,1,1,1,2 Years/Unlimited Kms (Whichever comes earlier),1,Internal,Digital,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,,1,1,1,1,1,"Front passenger frontal airbag, Driver frontal airbag",0,1,1,1,2,Rear sensors,0,Touch Sensitive_Parking_Assistance,0,1,Manual Adjustment,0,0,0,0,0,0,0,0,9522
892,Fiat,Punto Evo Pure,1.2L Fire Dynamic,1172,4,4.0,FWD (Front Wheel Drive),"Front, Longitudinal",Injection,45.0,Petrol,Hatchback,5,15.0,,5,195.0,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Torsion beam & coil spring,1540 ,Hydraulic_Power_Steering,All_Power_Windows,1,Smart Key,67.07,96,5,Fabric,Manual,0,CD Player with USB & Aux-in,2 years / Unlimited Kms,0,Internal_Boot_lid,280.0,1,1,0,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",0,Internal,Analog,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,0,1,1,1,Driver frontal airbag,0,1,0,0,3,No_Parking_Assistance,0,No_Infotainment_Screen,0,0,Manual Adjustment,0,0,0,0,0,0,0,0,6752
893,Fiat,Punto Evo Pure,1.3,1248,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,45.0,Diesel,Hatchback,5,20.0,,5,185.0,Ventilated Disc,Drum,"Independent Wheels suspension with Mcpherson struts, Helical springs, Double acting Telescopic Dampers with Stabilizer bar","Torsion beam, Helical Springs and Double acting Telescopic dampers",1540 ,Electric_Power_Steering,Front_Power_Windows,Power seats,Remote,73.97,197,5,Fabric,Manual,0,CD Player with USB & Aux-in,"3 Years/1,00,000 Kms (Whichever comes earlier)",0,Remote_Internal_Boot_lid,280.0,1,1,0,0,2 Years /150000 Kms (Whichever comes earlier),1,Internal,Digital,Manual,Digital,1,1,Driver_Front_sun_Visor,Not Applicable,0,0,1,0,1,Driver frontal airbag,1,1,1,0,1,Rear sensors,1,No_Infotainment_Screen,1,0,Manual Adjustment,0,0,0,1,0,0,0,0,8063
894,Ford,Figo,Ambiente 1.2 Ti-Vct,1194,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,42.0,Petrol,Hatchback,5,20.4,,5,170.0,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,1540 ,Electric_Power_Steering,Front_Power_Windows,1,Smart Key,94.69,120,5,Fabric,Manual,0,CD Player with USB & Aux-in,"2 Years / 100,000 Kms (whichever comes first)",0,Internal_Boot_lid,350.0,0,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",0,Internal,Analog,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,,1,0,1,0,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,0,0,2,Rear sensors,1,No_Infotainment_Screen,0,0,Manual Adjustment,0,0,0,0,0,0,0,0,7322
895,Ford,Figo,Ambiente 1.5 Tdci,1498,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,40.0,Diesel,Hatchback,5,25.5,,5,170.0,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,1540 ,Electric_Power_Steering,Front_Power_Windows,1,Smart Key,98.63,215,5,Fabric,Manual,0,CD Player with USB & Aux-in,"2 Years / 100,000 Kms (whichever comes first)",0,Internal_Boot_lid,350.0,0,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",0,Internal,Analog,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,0,0,1,0,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,0,0,2,Rear sensors,1,No_Infotainment_Screen,0,0,Manual Adjustment,0,0,0,0,0,0,0,0,8722
896,Ford,Figo,Titanium 1.2 Ti-Vct,1196,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,42.0,Petrol,Hatchback,5,20.4,,5,170.0,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,1540 ,Electric_Power_Steering,All_Power_Windows,1,Remote,94.69,120,5,Fabric,Manual,0,CD Player with USB & Aux-in,"2 Years / 100,000 Kms (whichever comes first)",1,Remote_Internal_Boot_lid,350.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Analog,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,0,0,1,1,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,1,0,2,Rear sensors with camera,1,No_Infotainment_Screen,1,0,Manual Adjustment,0,0,0,0,0,0,0,0,8398
897,Ford,Figo,Titanium1.5 Tdci,1498,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,40.0,Diesel,Hatchback,5,25.5,,5,170.0,Ventilated Disc,Drum,Independent McPherson strut with Coil spring & Anti-roll bar,Semi-independent twist beam with twin gas and oil filled shock absorbers,1540 ,Electric_Power_Steering,All_Power_Windows,1,Remote,98.63,215,5,Fabric,Manual,0,USB & Aux-in,"2 Years / 100,000 Kms (whichever comes first)",1,Remote_Internal_Boot_lid,350.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Analog,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,0,0,1,1,1,"Front passenger frontal airbag, Driver frontal airbag",1,1,1,0,2,Rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,0,Manual Adjustment,1,0,0,0,0,0,0,0,9798
898,Ford,Figo,Titanium Blu 1.2 Ti-Vct,1194,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,42.0,Petrol,Hatchback,5,20.4,,5,170.0,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,1540 ,Electric_Power_Steering,All_Power_Windows,1,Remote,94.69,120,5,Fabric,Manual,0,CD Player with USB & Aux-in,"2 Years / 100,000 Kms (whichever comes first)",1,Remote_Internal_Boot_lid,350.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Analog,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,0,0,1,1,1,"Curtain airbags, Driver frontal airbag, Drive side airbag, Front passenger frontal airbag, Front passenger side airbag",1,1,1,0,6,Rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,0,Manual Adjustment,1,0,0,0,0,0,0,0,9308
899,Ford,Figo,Titanium Blu 1.5 Tdci,1498,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,40.0,Diesel,Hatchback,5,25.5,,5,170.0,Ventilated Disc,Drum,Independent MCPherson Strut with coil springs & anti-roll bar,"Semi Independent, Twist Beam with coil Spring and Shock Absorber",1540 ,Electric_Power_Steering,All_Power_Windows,1,Remote,98.63,215,5,Fabric,Manual,0,CD Player with USB & Aux-in,"2 Years / 100,000 Kms (whichever comes first)",1,Remote_Internal_Boot_lid,350.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Analog,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,0,0,1,1,1,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Drive side airbag",1,1,1,0,6,Rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,0,Manual Adjustment,1,0,0,0,0,0,0,0,10708
900,Maruti Suzuki,Baleno,1.3 Delta,1248,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,37.0,Diesel,Hatchback,5,27.39,,5,170.0,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1525 ,Electric_Power_Steering,All_Power_Windows,1,Remote,73.97,190,5,Fabric,Manual,0,CD Player with USB & Aux-in,"2 Years / 40,000 Kms (Whichever comes earlier)",1,Internal_Boot_lid,339.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Analog,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,0,1,1,1,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,1,1,2,Rear sensors,1,No_Infotainment_Screen,1,0,Manual Adjustment,0,0,0,0,1,0,0,0,10452
901,Maruti Suzuki,Baleno,1.3 Alpha,1248,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,37.0,Diesel,Hatchback,5,27.39,,5,170.0,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1515 ,Electric_Power_Steering,All_Power_Windows,1,Smart Key,73.97,190,5,Leather,Manual,1,CD/MP3/DVD Player with USB & Aux-in,"2 Years / 40,000 Kms (Whichever comes earlier)",1,Remote_Internal_Boot_lid,339.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Analog,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,,0,0,1,1,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,1,0,2,Rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,0,Manual Adjustment,1,0,0,0,1,0,0,1,12155
902,Maruti Suzuki,Baleno,1.3 Sigma,1248,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,37.0,Diesel,Hatchback,5,27.39,,5,170.0,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1525 ,Electric_Power_Steering,Front_Power_Windows,1,Smart Key,73.97,190,5,Fabric,Manual,0,Not on offer,"2 Years / 40,000 Kms (Whichever comes earlier)",0,Internal_Boot_lid,339.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",0,Internal,Analog,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,0,0,1,0,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,1,0,2,No_Parking_Assistance,1,No_Infotainment_Screen,0,0,Manual Adjustment,0,0,0,0,0,0,0,0,9360
903,Maruti Suzuki,Baleno,1.3 Zeta,1248,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,37.0,Diesel,Hatchback,5,27.39,,5,170.0,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1515 ,Electric_Power_Steering,All_Power_Windows,1,Smart Key,73.97,190,5,Fabric,Manual,1,CD Player with USB & Aux-in,"2 Years / 40,000 Kms (Whichever comes earlier)",1,Remote_Internal_Boot_lid,339.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Analog,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,0,0,1,1,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,1,0,2,Rear sensors,1,No_Infotainment_Screen,1,0,Manual Adjustment,0,0,0,0,0,0,0,1,11310
904,Maruti Suzuki,Baleno,1.2 Alpha,1197,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,37.0,Petrol,Hatchback,5,21.4,,5,170.0,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,1515 ,Electric_Power_Steering,All_Power_Windows,1,Smart Key,81.86,115,5,Fabric,Manual,1,CD Player with USB & Aux-in,"2 Years / 40,000 Kms (Whichever comes earlier)",1,Remote_Internal_Boot_lid,339.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Analog,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,,1,1,1,1,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,1,0,2,Rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,0,Manual Adjustment,1,0,0,0,0,0,0,1,10614
905,Maruti Suzuki,Baleno,1.2 Alpha Cvt,1197,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,37.0,Petrol,Hatchback,5,21.4,,5,170.0,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1515 ,Electric_Power_Steering,All_Power_Windows,1,Smart Key,81.86,115,5,Fabric,Automatic,1,CD Player with USB & Aux-in,"2 Years / 40,000 Kms (Whichever comes earlier)",1,Remote_Internal_Boot_lid,339.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Analog,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,,1,0,1,1,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,1,0,2,Rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,0,Manual Adjustment,1,0,0,0,0,0,0,1,12462
906,Maruti Suzuki,Baleno,1.2 Delta,1197,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,37.0,Petrol,Hatchback,5,21.4,,5,170.0,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1525 ,Electric_Power_Steering,All_Power_Windows,1,Remote,81.86,115,5,Fabric,Manual,0,CD Player with USB & Aux-in,"2 Years / 40,000 Kms (Whichever comes earlier)",1,Internal_Boot_lid,339.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Analog,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,0,1,1,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,1,0,2,Rear sensors,1,No_Infotainment_Screen,1,0,Manual Adjustment,0,0,0,0,0,0,0,0,8912
907,Maruti Suzuki,Baleno,1.2 Delta Cvt,1197,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,37.0,Petrol,Hatchback,5,21.04,,5,170.0,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1525 ,Electric_Power_Steering,All_Power_Windows,1,Remote,81.86,115,5,Fabric,Automatic,0,CD Player with USB & Aux-in,"2 Years / 40,000 Kms (Whichever comes earlier)",1,Internal_Boot_lid,339.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Analog,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,0,1,1,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,1,0,2,Rear sensors,1,No_Infotainment_Screen,1,0,Manual Adjustment,0,0,0,0,0,0,0,0,10760
908,Maruti Suzuki,Baleno,1.2 Sigma,1197,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,37.0,Petrol,Hatchback,5,21.4,,5,170.0,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1525 ,Electric_Power_Steering,Front_Power_Windows,1,Smart Key,81.86,115,5,Fabric,Manual,0,Not on offer,"2 Years / 40,000 Kms (Whichever comes earlier)",0,Internal_Boot_lid,339.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",0,Internal,Analog,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,0,1,0,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,1,0,2,No_Parking_Assistance,1,No_Infotainment_Screen,0,0,Manual Adjustment,0,0,0,0,0,0,0,0,7820
909,Maruti Suzuki,Baleno,1.2 Zeta,1197,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,37.0,Petrol,Hatchback,5,21.4,,5,170.0,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1515 ,Electric_Power_Steering,All_Power_Windows,1,Smart Key,81.86,115,5,Fabric,Manual,1,CD Player with USB & Aux-in,"2 Years / 40,000 Kms (Whichever comes earlier)",1,Remote_Internal_Boot_lid,339.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Analog,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,,1,0,1,1,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,1,0,2,Rear sensors,1,No_Infotainment_Screen,1,0,Manual Adjustment,0,0,0,0,0,0,0,1,9770
910,Maruti Suzuki,Baleno,1.2 Delta Dualjet,1197,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,37.0,Petrol,Hatchback,5,21.4,,5,170.0,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1525 ,Electric_Power_Steering,All_Power_Windows,1,Remote,81.86,115,5,Fabric,Manual,0,CD Player with USB & Aux-in,"2 Years / 40,000 Kms (Whichever comes earlier)",1,Internal_Boot_lid,339.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Analog,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,0,1,1,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,1,0,2,Rear sensors,1,No_Infotainment_Screen,1,0,Manual Adjustment,0,0,0,0,0,0,0,0,10267
911,Maruti Suzuki,Baleno,1.2 Zeta Dualjet,1197,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,37.0,Petrol,Hatchback,5,21.4,,5,170.0,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1515 ,Electric_Power_Steering,All_Power_Windows,1,Smart Key,81.86,115,5,Fabric,Manual,1,CD Player with USB & Aux-in,"2 Years / 40,000 Kms (Whichever comes earlier)",1,Remote_Internal_Boot_lid,339.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Analog,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,,1,0,1,1,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,1,0,2,Rear sensors,1,No_Infotainment_Screen,1,0,Manual Adjustment,0,0,0,0,0,0,0,1,11058
912,Maruti Suzuki,Baleno,1.2 Zeta Cvt,1197,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,37.0,Petrol,Hatchback,5,21.04,,5,170.0,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1525 ,Electric_Power_Steering,All_Power_Windows,1,Remote,81.86,115,5,Fabric,Automatic,0,CD Player with USB & Aux-in,"2 Years / 40,000 Kms (Whichever comes earlier)",1,Internal_Boot_lid,339.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Analog,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,0,1,1,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,1,0,2,Rear sensors,1,No_Infotainment_Screen,1,0,Manual Adjustment,0,0,0,0,0,0,0,0,11618
913,Hyundai,Grand I10,1.2 Kappa Vtvt Magna,1197,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,43.0,Petrol,Hatchback,5,18.9,,5,165.0,Solid Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,1493 ,Electric_Power_Steering,All_Power_Windows,1,Remote,81.86,114,5,Fabric,Manual,0,CD/MP3 Player,"3 years / 100,000 Kms",1,Internal_Boot_lid,256.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Digital,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,1,1,1,1,"Front passenger frontal airbag, Driver frontal airbag",1,1,1,1,2,No_Parking_Assistance,0,No_Infotainment_Screen,0,0,Manual Adjustment,0,0,0,0,0,0,0,0,8209
914,Hyundai,Grand I10,1.2 Kappa Vtvt Sportz,1197,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,43.0,Petrol,Hatchback,5,19.77,,5,165.0,Solid Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,1493 ,Electric_Power_Steering,All_Power_Windows,1,Remote,81.86,114,5,Fabric,Manual,0,USB & Aux-in,"3 years / 100,000 Kms",1,Remote_Internal_Boot_lid,256.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Digital,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,1,1,1,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,1,1,2,Rear sensors,0,Touch Sensitive_Parking_Assistance,1,0,Manual Adjustment,1,1,0,0,0,0,0,0,8688
915,Hyundai,Grand I10,1.2 Kappa Vtvt Magna At,1197,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,43.0,Petrol,Hatchback,5,17.49,,5,165.0,Solid Disc,Drum,Mc Pherson Strut,Coupled Torsion Beam Axle,1493 ,Electric_Power_Steering,All_Power_Windows,1,Remote,81.86,114,5,Fabric,Automatic,0,CD/MP3 Player,"3 years / 100,000 Kms",1,Internal_Boot_lid,256.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Digital,Manual,Analog,1,0,Driver_Front_sun_Visor,Not Applicable,1,1,1,1,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,0,1,2,No_Parking_Assistance,0,Touch Sensitive_Parking_Assistance,1,0,Manual Adjustment,0,0,0,0,0,0,0,0,9132
916,Hyundai,Grand I10,1.2 Kappa Vtvt Sportz At,1197,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,43.0,Petrol,Hatchback,5,17.49,,5,165.0,Solid Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,1493 ,Electric_Power_Steering,All_Power_Windows,1,Remote,81.86,114,5,Fabric,Automatic,0,USB & Aux-in,"3 years / 100,000 Kms",1,Remote_Internal_Boot_lid,256.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Digital,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,1,1,1,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,1,1,2,Rear sensors with camera,0,Touch Sensitive_Parking_Assistance,1,0,Manual Adjustment,1,1,0,0,0,0,0,0,9877
917,Hyundai,Grand I10,1.2 Kappa Vtvt Sportz Dual Tone,1197,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,43.0,Petrol,Hatchback,5,19.77,,5,165.0,Solid Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,1493 ,Electric_Power_Steering,All_Power_Windows,1,Remote,81.86,114,5,Fabric,Manual,0,USB & Aux-in,"3 years / 100,000 Kms",1,Remote_Internal_Boot_lid,256.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Digital,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,1,1,1,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,1,1,2,Rear sensors,0,Touch Sensitive_Parking_Assistance,1,0,Manual Adjustment,1,1,0,0,0,0,0,0,8967
918,Hyundai,Grand I10,1.2 Kappa Vtvt Magna Cng,1197,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,43.0,CNG,Hatchback,5,3.977853492333897,18.9 km/kg,5,165.0,Solid Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,1493 ,Electric_Power_Steering,All_Power_Windows,1,Remote,80.88,114,5,Fabric,Manual,0,CD/MP3 Player,"3 years / 100,000 Kms",1,Internal_Boot_lid,256.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Digital,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,1,1,1,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,1,1,2,No_Parking_Assistance,0,Yes,0,0,Manual Adjustment,0,0,0,0,0,0,0,0,9148
